time,speed_compact_summer_test1,speed_compact_summer_test2,speed_compact_summer_test3,speed_compact_summer_test4,speed_compact_summer_test5,speed_compact_allSeason_test1,speed_compact_allSeason_test2,speed_compact_allSeason_test3,speed_compact_allSeason_test4,speed_compact_allSeason_test5,speed_compact_winter_test1,speed_compact_winter_test2,speed_compact_winter_test3,speed_compact_winter_test4,speed_compact_winter_test5,speed_sedan_summer_test1,speed_sedan_summer_test2,speed_sedan_summer_test3,speed_sedan_summer_test4,speed_sedan_summer_test5,speed_sedan_allSeason_test1,speed_sedan_allSeason_test2,speed_sedan_allSeason_test3,speed_sedan_allSeason_test4,speed_sedan_allSeason_test5,speed_sedan_winter_test1,speed_sedan_winter_test2,speed_sedan_winter_test3,speed_sedan_winter_test4,speed_sedan_winter_test5,speed_suv_summer_test1,speed_suv_summer_test2,speed_suv_summer_test3,speed_suv_summer_test4,speed_suv_summer_test5,speed_suv_allSeason_test1,speed_suv_allSeason_test2,speed_suv_allSeason_test3,speed_suv_allSeason_test4,speed_suv_allSeason_test5,speed_suv_winter_test1,speed_suv_winter_test2,speed_suv_winter_test3,speed_suv_winter_test4,speed_suv_winter_test5
10.56,23.253,17.858,8.922,21.342,24.591,24.313,23.167,17.578,22.519,14.633,18.61,NaN,22.769,23.407,11.03,10.605,21.291,12.301,20.381,16.656,6.386,6.494,21.748,23.38,11.957,11.907,15.611,20.673,20.154,18.008,NaN,13.954,10.637,22.031,10.537,NaN,16.063,18.647,21.388,5.778,10.781,16.172,10.394,17.576,18.959
10.57,23.153,19.193,11.532,21.864,24.917,23.821,23.422,16.205,24.638,15.931,17.4,NaN,23.208,23.172,11.03,10.605,22.909,12.301,20.348,16.246,7.796,7.161,22.437,22.638,12.336,12.87,15.43,21,20.222,16.34,18.26,12.832,11.658,23.601,11.15,NaN,15.381,17.547,22.063,6.197,10.865,15.916,11.019,16.698,19.244
10.58,23.14,19.842,11.304,22.105,24.686,23.951,22.221,16.944,23.535,16.006,NaN,NaN,24.935,24.069,11.03,10.605,NaN,12.301,20.943,16.311,7.693,8.093,21.878,23.67,12.607,12.932,15.182,19.68,21.133,17.231,17.923,14.618,10.218,22.489,10.601,7.725,15.392,18.588,21.312,4.733,10.373,17.299,10.409,17.525,17.31
10.59,NaN,18.661,11.596,21.38,24.954,NaN,22.816,16.443,22.732,15.91,17.724,NaN,24.054,24.226,11.03,10.605,22.928,12.301,NaN,17.203,7.287,7.126,20.959,22.163,12.47,13.044,17.313,20.48,19.986,17.716,17.485,13.96,10.886,22.705,9.622,9.341,16.3,16.809,21.182,5.727,10.535,17.081,10.99,16.617,18.162
10.6,22.615,20.403,11.157,21.608,25.092,23.122,23.428,17.935,24.885,15.433,17.625,NaN,23.234,23.604,11.03,10.605,22.351,12.301,20.536,16.997,7.461,7.194,22.11,23.077,12.875,12.432,16.33,21.305,22.07,18.153,17.045,14.389,11.222,23.82,10.29,9.119,15.347,20.135,20.836,5.351,8.415,17.546,12.013,17.418,18.547
10.61,23.263,19.333,10.507,20.928,23.939,23.768,22.203,17.018,24.19,16.091,18.333,NaN,23.694,23.875,11.03,10.605,22.363,12.301,20.929,16.894,8.501,7.498,21.777,23.346,10.87,12.914,15.524,20.828,20.689,16.902,17.708,14.556,11.354,23.235,10.416,9.845,15.892,17.945,20.538,6.168,10.592,16.312,11.638,16.346,18.712
10.62,23.622,19.755,11.216,21.08,24.164,24.087,23.562,18.089,22.753,15.877,18.217,18.488,22.858,23.348,11.03,10.605,23.344,12.301,20.964,17.136,6.123,7.049,21.689,22.89,12.487,12.193,14.298,19.913,20.922,17.59,17.67,13.446,11.334,22.911,10.906,9.344,16.226,17.122,22.079,5.94,9.908,16.827,12.026,18.018,19.117
10.63,23.489,19.016,11.279,21.807,25.504,23.147,22.566,17.7,23.613,16.406,18.919,20.771,24.321,24.051,11.03,10.605,22.273,12.301,19.891,16.524,8.179,7.64,21.881,23.013,11.733,11.72,15.531,20.453,21.089,18.12,18.238,14.814,10.429,22.779,11.07,8.57,NaN,18.259,20.139,5.571,10.507,17.564,10.302,18.049,17.8
10.64,22.755,19.237,11.384,21.878,25.375,23.747,23.338,18.022,23.273,16.132,18.364,19.954,22.637,24.083,11.03,10.605,21.875,12.301,19.345,16.919,8.259,7.709,21.562,23.86,12.596,13.298,15.555,20.235,20.784,17.585,19.375,14.125,10.924,23.805,11.565,7.567,17.186,17.919,21.435,7.122,11.059,16.751,10.8,17.715,18.727
10.65,23.116,18.872,12.056,21.841,25.496,23.518,23.793,17.123,24.219,16.274,18.086,19.632,22.681,24.825,11.03,10.605,22.95,12.301,20.255,17.791,8.146,8.862,22.388,23.983,12.986,12.09,16.297,20.346,20.29,18.274,18.748,14.763,10.524,22.712,10.8,8.822,15.465,18.696,21.178,5.322,11.513,16.241,12.156,17.678,19.371
10.66,22.673,19.287,11.404,22.482,25.056,24.132,23.256,17.903,22.484,16.102,17.469,19.843,24.138,23.633,NaN,10.605,22.946,12.301,20.749,17.186,7.836,8.885,23.186,23.569,13.291,13.767,16.919,20.712,21.102,17.888,17.515,14.934,10.1,24.339,12.292,9.012,16.705,19.278,21.422,5.94,10.36,15.688,11.868,18.353,19.131
10.67,24.157,19.365,11.262,21.808,24.562,24.533,23.177,17.234,23.575,NaN,17.835,19.981,23.917,23.636,NaN,10.605,22.434,12.301,20.987,16.757,8.579,8.79,22.122,22.572,12.611,11.496,15.761,20.212,19.383,17.169,18.3,13.664,11.537,24.278,11.972,9.443,15.554,18.857,20.922,7.516,10.927,16.35,11.367,17.716,17.975
10.68,23.48,19.093,12.389,21.107,24.6,NaN,22.495,17.382,23.699,17.76,17.748,19.134,22.718,24.562,NaN,10.605,22.802,12.301,19.456,16.745,8.407,8.6,21.941,22.645,13.129,12.878,16.131,20.039,21.595,18.074,18.637,14.811,11.839,23.869,10.857,8.549,16.491,18.881,21.134,6.562,11.166,16.085,12.294,17.664,18.7
10.69,23.775,18.835,11.652,21.337,24.651,24.272,23.105,17.5,22.967,17.69,18.176,19.359,23.823,24.14,NaN,10.605,21.62,12.301,19.832,17.415,8.234,8.569,22.058,22.468,12.581,12.539,17.2,20.522,20.632,17.622,17.598,14.316,11.445,21.964,10.863,8.807,16.69,18.66,21.699,7.115,10.472,17.743,11.717,17.73,18.693
10.7,23.481,19.599,11.17,21.104,25.273,NaN,22.883,17.678,24.614,16.725,18.221,20.084,24.625,24.522,NaN,10.605,21.609,12.301,21.042,16.203,8.638,7.647,23.101,23.192,12.244,12.858,15.688,21.013,20.385,17.047,18.44,14.172,11.76,23.044,11.539,9.016,16.255,18.091,21.625,7.401,10.808,16.861,10.919,17.11,18.772
10.71,23.792,20.351,11.874,21.798,25.044,24.34,24,18.446,23.169,16.377,17.857,18.848,NaN,23.128,NaN,10.605,21.129,12.301,21.835,17.363,7.356,8.946,20.766,22.95,13.046,13.153,15.005,20.915,21.11,17.448,18.187,14.606,11.786,23.341,12.493,9.767,16.163,18.286,22.059,6.406,10.625,NaN,11.311,17.644,18.677
10.72,22.192,18.498,13.015,21.785,24.466,23.922,22.177,18.202,24.223,15.915,NaN,19.865,23.663,24.755,17.098,10.605,22.905,12.301,20.037,16.987,7.408,8.766,21.653,23.686,14.219,13.62,16.41,20.449,20.748,19.095,18.462,15.471,11.829,23.386,11.233,9.378,16.314,18.373,21.878,6.86,11.069,16.21,11.727,17.53,18.723
10.73,23.807,19.722,12.32,22.265,24.943,24.463,22.29,16.378,23.571,17.381,17.811,19.495,24.372,24.107,17.478,10.605,21.654,12.301,18.9,17.57,9.469,9.132,22.421,23.528,12.2,13.483,15.265,NaN,20.783,17.971,19.612,14.314,11.325,23.873,11.988,9.491,16.499,18.317,21.661,7.64,10.346,16.361,11.88,17.928,18.34
10.74,22.484,20.26,11.87,21.735,25.136,24.691,22.904,18.479,24.129,17.526,17.642,20.394,24.103,24.57,16.842,10.605,22.403,12.301,20.017,16.473,8.037,9.113,21.82,24.199,NaN,13.614,15.985,20.351,21.107,18.252,18.007,15.785,11.372,23.501,11.717,9.491,16.326,18.115,21.855,6.131,11.985,16.507,10.758,16.87,17.818
10.75,24.573,19.611,12.444,23.059,23.906,24.131,23.184,18.221,22.39,17.568,17.215,19.148,23.85,24.581,17.401,10.605,23.654,12.301,20.311,17.907,9.344,9.274,21.394,23.972,13.041,12.131,16.084,20.041,21.061,18.754,18.622,13.979,11.936,23.181,11.213,9.981,17.451,18.904,21.165,7.639,11.789,17.51,10.988,17.878,19.209
10.76,23.243,20.479,12.883,22.123,24.996,24.02,23.416,18.124,23.118,16.136,18.927,20.122,23.532,23.715,17.499,10.605,22.744,12.301,NaN,18.025,8.381,9.332,21.577,22.878,12.389,14.44,17.202,19.974,20.251,18.875,NaN,15.322,12.409,22.743,11.288,9.985,17.451,19.348,22.592,6.838,11.842,17.066,11.785,18.096,18.179
10.77,22.638,19.675,12.742,22.074,25.151,24.37,22.565,17.979,22.651,15.827,17.78,18.655,24.199,23.64,17.313,10.605,23.675,12.301,20.478,17.78,8.911,8.516,23.03,24.361,12.891,14.057,16.777,20.673,20.998,18.436,19.055,15.492,12.199,NaN,11.456,10.208,16.578,18.483,21.882,7.383,11.154,15.725,11.622,17.346,18.761
10.78,23.216,19.165,12.437,22.569,25.105,24.271,23.852,18.662,24.385,15.833,18.652,19.954,23.668,23.386,18.338,10.605,22.502,12.301,20.773,18.111,9.482,9.811,22.073,23.479,13.74,14.689,15.945,21.137,21.157,17.777,18.315,15.24,11.671,22.445,12.234,11.017,17.089,19.439,21.945,6.834,10.948,15.711,11.998,17.917,19.302
10.79,23.358,19.929,12.434,22.468,24.488,23.477,23.019,17.297,23.569,16.839,18.358,19.85,23.756,23.859,17.557,10.605,22.478,12.301,20.657,17.434,9.167,8.847,22.153,22.756,13.168,13.643,16.472,21.249,21.184,16.756,17.257,14.826,12.313,24.408,11.571,8.236,16.208,17.816,21.592,6.531,10.875,17.865,12.374,16.852,18.456
10.8,23.404,19.727,12.287,21.121,25.429,23.977,23.273,17.915,23.767,18.317,18.044,19.187,23.679,24.198,18.464,10.605,23.114,12.301,19.772,17.03,8.989,8.408,22.956,23.646,13.969,14.023,16.248,20.992,21.202,18.053,18.223,14.875,13.094,23.415,12.243,10.57,NaN,18.273,21.356,8.155,11.109,16.989,12.279,18.106,18.939
10.81,23.63,20.38,13.372,21.115,24.997,24.546,22.425,18.184,24.111,17.153,18.357,20.086,25.047,23.547,18.288,10.605,22.5,12.301,20.151,18.073,9.666,8.769,21.653,23.421,14.129,13.221,16.142,20.771,21.261,19.086,18.717,15.802,12.93,23.355,12.234,9.368,17.907,18.102,22.393,8.187,11.373,17.461,11.53,16.821,18.997
10.82,23.4,20.354,13.366,22.438,24.832,24.519,22.821,19.492,22.925,17.223,19.178,19.512,23.568,24.106,17.582,10.605,21.968,12.301,21.451,17.753,10.108,8.157,22.138,23.46,14.168,13.476,16.218,20.5,21.177,17.066,19.274,14.416,12.031,23.277,11.837,9.359,16.228,20.346,21.938,8.05,12.072,16.92,11.29,18.5,18.357
10.83,24.111,20.823,11.15,22.637,24.65,24.342,23.73,18.399,24.875,NaN,18.053,19.241,23.333,24.915,17.528,10.605,21.523,12.301,19.869,16.627,9.759,9.388,22.153,24.442,13.984,13.801,15.488,21.208,20.413,18.224,19.135,15.098,12.381,23.269,11.651,10.974,16.413,19.686,22.67,7.534,11.106,15.846,11.212,17.163,18.995
10.84,23.949,19.686,13.509,22.715,25.77,23.665,22.984,19.319,23.946,16.93,18.311,20.136,24.201,24.2,17.377,10.605,21.956,12.301,21.463,18.018,8.908,9.317,22.23,23.493,13.283,13.844,15.654,21.105,20.134,17.733,18.338,15.427,13.471,24.145,12.236,10.98,16.025,18.754,21.408,7.503,11.317,17.044,12.027,18.398,20.128
10.85,24.092,20.739,13.005,22.518,24.809,24.021,24.196,17.374,22.787,NaN,18.95,19.235,23.62,24.109,NaN,10.605,23.076,12.301,21.061,16.916,10.321,9.708,21.124,24.136,12.979,14.435,16.336,20.942,20.53,18.274,18.703,NaN,12.664,23.857,12.158,NaN,16.864,19.515,21.672,6.543,11.904,16.814,11.372,17.205,18.978
10.86,23.628,20.315,12.755,22.3,24.118,24.774,24.354,18.564,23.99,17.473,18.524,20.405,24.269,24.406,16.693,10.605,23.568,12.301,21.037,17.519,10.835,8.772,21.512,23.814,13.191,13.661,16.872,19.657,19.827,17.648,18.237,16.285,11.43,23.464,12.673,10.248,17.644,17.847,21.689,7.783,12.417,16.696,12.139,18.092,19.892
10.87,24.101,19.648,13.194,22.663,25.97,24.356,22.493,18.964,23.29,17.861,17.808,19.838,23.191,24.112,18.422,10.605,22.795,12.301,21.18,17.987,9.922,9.684,22.641,22.567,13.712,14.854,17.229,21.082,20.468,18.039,19.005,16.529,13.594,23.723,10.658,10.772,17.181,19.556,21.817,7.979,11.615,17.877,12.403,17.19,18.379
10.88,24.616,20.472,13.702,22.889,24.848,24.521,22.882,18.85,24.666,16.965,18.38,19.55,24.476,22.83,17.546,10.605,23.304,12.301,20.985,17.815,9.886,9.321,22.381,23.863,14.527,13.88,15.314,20.839,19.597,17.792,18.202,15.829,11.995,22.295,NaN,10.688,17.667,18.35,22.087,8.639,11.692,17.822,12.004,17.844,18.572
10.89,22.674,21.14,13.437,22.498,24.936,25.428,23.464,17.896,24.082,18.027,19.586,19.188,23.425,24.22,17.619,10.605,23.408,12.301,20.706,18.733,10.087,9.899,22.906,23.43,14.061,14.437,16.206,20.333,20.73,19.043,18.963,16.159,13.077,23.605,11.369,10.706,17.236,18.351,22.239,6.987,11.873,NaN,11.671,17.942,19.203
10.9,24.352,20.744,14.346,21.537,24.841,24.157,24.119,19.246,23.48,18.714,18.844,19.863,22.979,23.696,17.201,10.605,22.679,12.301,20.823,17.723,8.53,10.097,22.746,23.314,13.833,14.526,15.688,20.958,21.823,17.579,NaN,15.951,12.628,22.334,11.997,10.555,17.175,18.428,21.148,7.573,12.469,18.327,12.857,16.73,19.328
10.91,23.896,21.042,15.152,22.101,25.597,24.218,23.21,18.556,22.698,17.944,18.799,20.262,22.769,24.252,17.968,10.605,22.636,12.301,21.26,18.188,9.613,8.854,21.29,23.776,13.073,14.072,16.48,21.649,21.047,NaN,18.242,14.458,13.876,22.686,12.276,10.141,16.67,19.054,21.174,8.595,12.755,16.058,12.334,18.251,20.237
10.92,25.038,20.287,14.34,23.17,24.033,24.888,22.555,18.737,23.394,18.61,17.851,20.441,24.136,24.186,17.622,10.605,23.491,12.301,20.928,18.353,10.317,10.063,22.419,22.953,13.614,15.361,17.056,20.951,20.84,19.393,NaN,15.532,13.525,24.406,13.61,10.472,16.424,17.829,21.26,7.871,12.177,17.438,11.693,18.258,20.594
10.93,22.868,21.042,13.276,21.821,25.042,25.326,22.87,18.788,23.919,17.08,17.744,21.055,NaN,24.469,17.903,10.605,23.6,12.301,20.917,18.421,9.822,9.899,22.133,24.253,NaN,13.928,17.113,20.354,21.411,17.954,18.29,14.816,12.337,22.36,12.938,10.972,17.51,19.444,21.572,9.22,12.048,16.917,11.822,18.362,19.12
10.94,22.728,21.139,13.525,21.209,24.904,24.115,23.587,18.868,24.471,17.471,19.201,20.305,23.201,23.892,18.585,10.605,22.371,12.301,19.642,17.973,10.142,9.519,22.893,23.466,13.986,14.113,17.351,21.281,21.521,17.223,18.579,15.074,12.672,24.208,12.165,9.991,17.441,17.878,22.204,8.009,12.149,17.489,11.929,18.202,19.588
10.95,23.848,20.754,13.215,23.134,24.461,23.117,24.353,17.827,23.055,18.438,18.849,20.771,24.494,24.541,18.561,10.605,22.116,12.301,21.592,18.979,10.254,10.42,23.047,23.197,14.034,14.765,16.458,21.875,19.976,18.649,18.322,16.244,12.568,23.925,13.412,11.166,17.094,18.552,21.683,8.768,12.725,17.222,11.599,18.76,19.5
10.96,24.214,NaN,15.01,22.464,23.954,24.468,23.577,NaN,24.384,16.773,17.999,19.262,23.096,24.573,17.708,10.605,NaN,12.301,21.236,17.629,10.964,9.942,22.728,23.259,14.344,14.982,17.391,19.937,20.216,18.691,18.103,15.574,14.13,24.322,13.397,12.006,17.076,18.365,22.736,9.682,12.258,17.442,12.957,16.602,20.05
10.97,23.799,20.853,13.894,23.059,25.797,NaN,24.294,18.928,23.446,17.495,18.873,20.267,25.185,23.392,17.094,10.605,NaN,12.301,21.182,18.088,10.802,10.016,22.794,22.955,15.145,14.574,15.873,20.453,20.983,18.896,18.659,15.274,13.136,23.456,12.709,11.301,17.632,19.029,21.747,7.892,11.706,17.481,11.753,18.27,19.287
10.98,24.229,21.408,13.618,22.987,NaN,23.642,23.752,17.966,23.158,NaN,20.153,18.955,23.861,23.953,18.222,10.605,21.902,12.301,21.414,17.841,10.295,9.325,21.675,24.199,14.562,14.884,16.236,21.28,19.962,19.244,19.277,16.441,13.44,23.089,13.517,11.364,17.438,19.075,21.642,8.235,10.55,17.882,12.764,18.276,19.596
10.99,23.442,20.338,13.596,23.363,25.291,24.613,22.627,18.439,24.2,18.256,19.243,20.616,24.3,23.447,17.104,10.605,23.333,12.301,21.016,18.929,11.364,10.115,21.395,23.371,13.849,13.91,15.73,20.047,20.673,16.771,19.395,16.949,13.09,23.775,14.414,10.871,16.84,19.574,21.399,8.78,11.957,16.959,12.577,18.101,18.493
11,24.705,20.551,15.896,22.923,24.618,25.091,23.1,18.068,24.351,17.915,18.969,20.62,23.889,24.782,18.247,10.605,23.327,12.301,21.66,18.524,10.57,11.625,21.352,24.033,13.872,14.743,17.894,21.17,21.125,17.615,NaN,15.897,13.398,24.051,12.808,11.219,16.486,18.722,21.573,8.356,11.613,16.151,12.333,18.517,19.411
11.01,24.539,20.936,14.056,22.173,25.611,NaN,22.088,18.724,23.671,17.808,18.747,19.19,24.995,23.086,17.015,10.605,23.259,12.301,20.697,18.674,11.192,11.044,21.541,23.285,14.895,14.772,17.044,20.489,22.077,18.821,20.133,16.225,13.122,23.72,13.643,11.478,17.181,19.365,21.906,8.976,12.459,17.557,12.866,17.097,20.288
11.02,24.252,21.825,14.011,22.679,24.869,24.55,NaN,18.626,24.18,18.365,18.521,20.666,23.489,25.123,18.448,10.605,22.825,12.301,21.262,18.332,11.306,10.02,22.029,22.752,15.547,14.101,15.657,19.982,21.627,18.431,19.241,16.123,13.154,23.162,13.776,11.67,17.664,19.171,22.043,8.794,12.763,17.758,11.934,18.418,19.38
11.03,22.773,20.436,14.746,22.681,24.799,23.263,23.143,17.147,24.575,18.021,18.2,20.12,23.851,25.705,18.916,10.605,23.202,12.301,20.821,17.699,11.847,NaN,23.253,24.206,14.885,15.176,NaN,21.532,21.348,17.854,19.388,16.322,14.894,22.956,13.11,10.957,17.939,18.943,22.704,7.76,12.665,16.423,11.689,19.009,18.736
11.04,23.083,21.307,15.814,22.621,24.348,NaN,23.267,19.353,24.117,17.775,18.498,19.933,23.133,23.55,18.281,10.605,23.103,12.301,21.653,18.376,11.333,10.943,22.621,23.162,15.034,14.981,17.916,21.431,21.174,18.838,19.066,16.843,14.131,23.023,12.829,12.373,17.361,19.136,22.775,9.536,12.181,17.768,13.178,18.231,19.501
11.05,24.28,19.892,15.434,21.16,25.132,NaN,24.099,18.981,23.724,17.652,17.856,19.218,23.916,23.107,18.071,10.605,24.074,12.301,20.23,17.775,11.897,11.272,22.518,23.145,15.432,14.413,16.926,19.883,19.976,18.4,19.245,NaN,13.809,23.739,13.974,10.955,18.829,19.279,22.997,8.543,11.942,17.647,13.286,18.131,18.347
11.06,23.124,21.472,15.446,23.694,24.622,24.657,23.626,18.169,24.348,18.864,18.739,19.377,23.533,24.889,17.686,10.605,23.088,12.301,21.066,17.905,11.381,11.508,22.746,22.349,15.014,14.75,16.727,21.071,21.417,19.263,19.276,15.396,14.522,24.112,13.273,12.183,NaN,18.755,22.162,9.312,12.897,16.895,11.858,18.72,19.791
11.07,23.611,21.045,15.414,23.099,25.555,25.119,23.214,18.637,23.107,18.953,19.417,21.374,24.092,23.114,17.619,10.605,23.439,12.301,22.438,19.24,11.948,9.509,21.69,22.985,15.696,15.716,17.5,20.763,21.479,17.614,19.412,17.021,14.024,23.366,13.107,NaN,18.102,19.888,22.315,9.98,12.532,17.139,13.448,17.166,18.982
11.08,24.874,21.116,15.385,23.125,25.195,23.64,24.456,19.135,23.332,17.568,18.433,20.846,24.138,23.437,19.45,10.605,23.675,12.301,20.525,18.916,11.342,10.102,22.311,24.52,15.374,14.695,17.778,20.782,20.93,19.041,20.438,15.875,14.999,24.191,12.902,12.101,18.183,19.219,22.116,8.278,12.36,17.106,11.761,17.947,19.515
11.09,24.342,21.254,16.067,22.846,24.434,24.82,NaN,18.123,24.318,18.676,19.575,21.173,24.162,24.429,18.652,10.605,22.82,12.301,21.892,19.297,12.125,10.018,23.109,23.004,15.113,14.797,16.875,20.462,19.905,17.534,19.758,17.331,14.997,23.587,13.799,12.703,16.738,18.344,21.003,8.607,12.424,18.011,13.442,17.36,18.448
11.1,24.568,21.146,15.485,23.064,25.542,24.979,23.817,19.329,23.942,18.057,19.174,21.624,23.378,23.865,17.728,10.605,24.395,12.301,20.492,18.992,12.771,11.37,22.423,23.82,14.046,14.211,16.569,22.831,20.992,18.842,18.499,16.275,14.893,23.725,12.474,12.819,18.382,18.638,22.153,10.671,12.921,17.26,12.527,18.477,19.533
11.11,23.651,21.666,16.372,23.11,26.084,24.358,23.012,19.42,24.26,18.389,18.317,20.598,23.721,24.88,18.56,10.605,23.037,12.301,20.658,18.155,11.934,10.423,22.619,22.987,NaN,14.933,17.124,20.298,20.918,19.364,18.789,16.25,14.647,23.152,12.578,10.861,16.938,19.405,21.992,8.595,12.495,17.96,12.392,18.578,19.87
11.12,24.876,21.964,15.897,22.796,25.452,23.215,23.244,19.434,24.303,18.45,20.05,20.235,24.585,23.229,19.342,10.605,23.065,12.301,21.457,19.348,11.015,10.88,21.405,22.568,15.168,15.4,17.862,20.902,22.24,18.772,NaN,16.216,14.277,NaN,13.121,12.367,17.413,18.275,21.416,9.728,12.674,16.755,11.997,17.416,20.552
11.13,22.823,21.704,15.666,22.931,25.492,23.421,23.066,19.34,23.791,17.583,19.12,19.322,24.82,24.669,19.306,10.605,23.605,12.301,22.223,19.362,11.847,11.31,23.345,21.911,15.838,15.109,16.714,21.638,21.475,18.381,18.492,15.277,14.899,24.884,14.799,11.827,17.359,18.34,22.395,8.189,13.357,17.479,13.676,19.191,20.066
11.14,22.636,21.238,15.89,22.191,25.678,24.312,22.689,19.684,24.208,18.613,19.357,19.838,23.949,24.399,19.517,10.605,23.745,12.301,20.858,17.952,12.196,9.681,22.416,23.339,NaN,14.679,NaN,21.294,21.411,18.303,19.788,17.059,14.746,23.315,12.498,12.249,16.628,18.614,22.661,8.854,12.223,17.023,13.506,18.49,18.802
11.15,NaN,21.88,15.126,23.131,24.765,24.035,23.405,18.853,22.591,17.245,18.755,20.628,24.307,24.946,19.057,10.605,22.617,12.301,21.815,19.853,12.87,11.419,22.455,23.388,14.488,15.288,17.795,21.563,20.421,18.241,19.924,NaN,14.731,24.656,12.862,12.389,18.086,18.492,21.42,9.445,11.629,17.636,13.047,18.005,19.686
11.16,24.551,22.511,16.578,23.332,24.735,24.102,23.147,20.025,24.062,19.007,19.879,21.577,24.372,23.094,19.03,10.605,22.377,12.301,22.035,18.269,12.17,11.193,22.033,23.77,16.321,15.841,16.638,21.77,20.875,18.937,19.493,17.463,14.319,24.471,NaN,12.709,17.941,19.981,21.102,9.668,11.961,17.152,13.051,17.535,18.293
11.17,23.753,22.406,14.763,23.876,24.806,24.654,24.371,18.564,23.54,18.1,19.322,19.442,25.194,24.688,18.741,10.605,22.525,12.301,22.079,18.4,11.819,11.046,22.741,24.304,14.009,15.498,16.959,20.798,21.585,18.467,19.567,16.35,14.632,23.836,14.071,12.288,17.422,19.035,22.143,8.697,12.613,17.027,13.092,18.332,19.295
11.18,23.685,21.29,16.369,22.5,24.402,23.974,23.676,19.532,23.902,17.845,19.854,21.23,25.017,24.34,18.521,10.605,22.351,12.301,21.368,20.222,12.696,10.819,21.853,23.795,15.676,15.521,17.151,22.44,21.359,18.645,20.296,16.35,14.776,24.779,14.326,NaN,17.167,18.227,21.385,9.392,13.477,17.118,13.124,18.609,18.931
11.19,23.638,21.053,15.631,23.31,24.783,24.55,23.236,19.22,23.257,17.706,18.717,21.065,24.288,25.252,18.82,10.605,21.913,12.301,21.775,19.072,11.742,11.91,23.707,23.752,16.185,14.72,17.802,20.115,21.299,NaN,20.013,16.35,14.382,24.759,14.76,12.515,18.276,19.437,22.21,10.26,13.169,18.55,13.318,18.354,19.725
11.2,24.282,NaN,16.563,23.027,24.303,23.79,24.301,20.008,24.449,17.468,19.738,20.61,NaN,24.201,18.199,10.605,23.223,12.301,20.747,19.451,13.168,11.356,21.918,23.169,16.514,15.717,17.975,NaN,21.263,18.492,18.413,16.35,15.732,23.729,14.323,13.496,17.727,19.03,22.076,10.394,13.145,18.356,13.457,18.509,18.727
11.21,24.76,21.143,17.091,23.89,25.098,25.052,23.994,20.09,24.04,18.358,19.608,20.683,23.88,24.441,19.218,10.605,23.17,12.301,22.16,19.184,11.833,11.967,23.257,22.826,17.045,15.012,17.714,22.424,21.927,19.09,19.919,16.35,15.224,24.085,13.865,12.783,17.962,19.016,21.867,9.811,12.361,18.235,12.98,18.579,19.215
11.22,23.725,22.446,16.473,22.512,25.596,22.683,23.04,18.968,23.53,18.278,19.099,20.241,23.78,24.364,18.951,10.605,22.748,12.301,22.18,19.305,12.646,11.288,22.639,22.825,16.47,15.881,17.11,20.829,20.707,19.239,19.147,16.35,14.466,24.278,13.641,13.497,18.414,18.271,23.478,NaN,13.203,18.019,12.653,18.608,19.071
11.23,23.535,22.146,16.039,22.669,25.749,24.036,22.894,20.421,22.933,19.314,19.457,20.697,24.562,24.237,19.985,10.605,23.363,12.301,21.113,19.285,12.478,11.527,22.031,23.373,15.336,15.456,16.968,20.854,22.227,19.054,19.667,16.35,14.744,22.749,14.332,13.707,18.718,19.67,22.588,10.879,12.86,17.31,13.576,18.305,18.599
11.24,24.382,22.031,17.254,21.758,24.619,24.989,23.35,NaN,24.022,18.611,19.666,20.927,23.413,24.445,18.727,10.605,23.832,12.301,22.815,19.235,12.083,11.454,23.026,24.279,NaN,15.845,17.073,21.578,21.571,18.353,19.03,16.35,15.728,24.402,14.836,12.941,18.82,18.863,22.783,10.607,13.85,18.088,13.6,18.231,19.409
11.25,23.856,20.836,17.182,24.097,24.178,NaN,22.421,19.721,23.235,18.335,18.737,20.624,23.973,24.239,19.859,10.605,24.04,12.301,21.902,19.192,12.938,11.551,22.688,23.117,16.806,15.088,18.57,22.041,20.439,18.102,20.295,16.35,15.222,24.329,14.475,11.005,17.703,20.772,21.865,10.829,12.518,18.064,13.862,18.606,20.238
11.26,24.153,21.095,16.328,23.478,24.982,23.953,22.933,18.628,24.11,18.748,18.584,20.778,NaN,24.154,19.52,10.605,23.275,12.301,21.739,19.481,12.953,11.713,22.142,23.588,16.52,15.928,17.181,21.319,20.368,18.943,19.213,16.35,14.856,NaN,14.752,13.071,18.493,20.26,22.124,10.56,12.611,18.586,14.442,18.898,20.032
11.27,23.819,21.191,17.236,23.647,25.418,25.528,23.832,19.679,24.263,18.89,20.186,19.429,23.766,25.191,20.362,10.605,23.284,12.301,23.205,19.608,13.883,11.513,23.117,24.036,16.082,15.502,17.886,21.588,20.788,19.754,19.462,16.35,15.676,23.014,13.382,10.018,18.228,19.67,23.249,10.552,14.066,16.796,13.232,17.782,18.461
